	also	bpd	corn	crude	dlrs	grain	last	market	mln	oil	opec	pct	price	prices	production	said	tonnes	wheat	would	year
grain_article011.txt	0.0	0.0	0.6668447665103565	0.0	0.0	0.0	0.10059154740787478	0.0	0.4465187068251786	0.0	0.0	0.0	0.0	0.10722562645731011	0.11832205138973872	0.16818079443178388	0.5318064182410667	0.0	0.0	0.09602163043122532
grain_article325.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.3200395081452252	0.0	0.710316279013643	0.0	0.0	0.16478898718245577	0.0	0.0	0.0	0.3567198246533632	0.16919817709158824	0.0	0.0	0.4582499648291452
grain_article556.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2848579683672551	0.3403744793563657	0.5897132496257433	0.0	0.6166339526959534	0.0	0.0	0.2738649361619213	0.0
grain_article312.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.09915669783573393	0.0	0.35211960950270316	0.0	0.0	0.10211196675938386	0.0	0.0	0.0	0.11052122930122446	0.8387530710796922	0.3227928756321465	0.0	0.1893039333763775
grain_article498.txt	0.0	0.0	0.6135937001613421	0.0	0.4471071580195685	0.0	0.0	0.0	0.0	0.0	0.0	0.23829351772477592	0.0	0.246657738780638	0.0	0.25791778720230246	0.48933887514136853	0.0	0.0	0.0
grain_article078.txt	0.0	0.0	0.7818226454098752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6235008830180631	0.0	0.0	0.0
grain_article270.txt	0.0	0.0	0.0	0.0	0.0	0.5587544444956356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48969002448041155	0.5025506127150812	0.0	0.442086001068168
grain_article250.txt	0.0	0.0	0.7818226454098752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6235008830180631	0.0	0.0	0.0
grain_article170.txt	0.0	0.0	0.7500113948500222	0.0	0.0	0.0	0.22627397130612587	0.14282105398357184	0.20088280508526973	0.0	0.0	0.11650892345568944	0.13921556903921092	0.0	0.0	0.2522076472237123	0.4785052156860344	0.0	0.0	0.0
grain_article130.txt	0.0	0.0	0.8719544727337689	0.0	0.0	0.0	0.0	0.0	0.2919299986509426	0.0	0.0	0.0	0.0	0.0	0.0	0.18325853744058115	0.3476903533639878	0.0	0.0	0.0
grain_article181.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.12172307117189939	0.0	0.32419202048905427	0.0	0.0	0.0	0.0	0.0	0.0	0.06783698808992907	0.7722292240092846	0.5283400386385744	0.0	0.0
grain_article051.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6978832412618186	0.7162115480539939	0.0	0.0
grain_article492.txt	0.35589036228234067	0.0	0.0	0.0	0.46867123632355717	0.09754721623428543	0.0	0.0	0.14355926498848498	0.0	0.0	0.16652431161341752	0.0994892756387954	0.08618469890987154	0.0	0.6308335128827894	0.0	0.2632054944893073	0.2401468891539996	0.23153780250968886
grain_article578.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20069530915217115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1772038866760041	0.6724061300099452	0.6900653387587882	0.0	0.0
grain_article278.txt	0.0	0.0	0.6467918960153951	0.0	0.530209888366158	0.0	0.0	0.15395682807496483	0.21654566062288677	0.0	0.0	0.18838970653160925	0.300140446105286	0.13000151932039838	0.0	0.2718723066367989	0.0	0.0	0.0	0.1164176723057053
grain_article378.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30931355849571485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5462167003162691	0.5181594271095061	0.5317676990750998	0.0	0.2338939100195798
grain_article290.txt	0.1833402243653453	0.0	0.0	0.0	0.0	0.0	0.33321503097612243	0.5258019918560772	0.0	0.0	0.0	0.0	0.0	0.08879769563672521	0.0	0.23212838648918066	0.5284913992096275	0.4519758473217464	0.16495186609635143	0.07951923243804712
grain_article453.txt	0.0	0.0	0.8985181856886174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37768285781438043	0.0	0.0	0.2236531441764188	0.0
grain_article337.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.06628118830097182	0.0	0.0	0.0	0.0	0.06825663464281098	0.0	0.0	0.0	0.03693889858406216	0.4905806417893807	0.863082205800369	0.0	0.06327000559770825
grain_article445.txt	0.0	0.0	0.8971294781104301	0.0	0.10895184963276243	0.0	0.11277442537413712	0.28472673549420985	0.0	0.0	0.0	0.2322711148406664	0.0	0.0	0.0	0.18854956444904555	0.0	0.0	0.0	0.0
grain_article533.txt	0.0	0.0	0.10897752974654384	0.0	0.0	0.6941663547398238	0.0	0.0	0.5837701138161182	0.0	0.0	0.0	0.1011409221268326	0.0	0.09668250785317577	0.1374227440060629	0.3476368274826595	0.0	0.0	0.0784605399348814
grain_article252.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5651924822826178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15780093521195046	0.8097260788794237	0.0	0.0
grain_article134.txt	0.0	0.0	0.7818226454098752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6235008830180631	0.0	0.0	0.0
grain_article472.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4284893745112541	0.0	0.0	0.24851721736619992	0.0	0.0	0.0	0.2689834427590037	0.25516668846127677	0.7856041733753295	0.0	0.0
grain_article120.txt	0.0	0.0	0.7869667343673273	0.0	0.14335971016586244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15817587040380882	0.0	0.5788883713829307	0.0	0.0	0.0	0.0
grain_article557.txt	0.1650901557539899	0.0	0.3978150931760275	0.0	0.0	0.0	0.1500230556438018	0.0	0.0	0.0	0.0	0.7724717344066493	0.0	0.0	0.0	0.41804368477324483	0.0	0.0	0.0	0.14320744412829822
grain_article261.txt	0.08274605635865966	0.0	0.0	0.0	0.0	0.5443236439709382	0.2255824914702767	0.09492306754227428	0.1335126127649495	0.0	0.0	0.2323057581916639	0.0	0.0	0.0	0.6704984416330743	0.07950715535456102	0.0	0.29778771037774976	0.14355612166818593
grain_article004.txt	0.0	0.0	0.0	0.0	0.20931971843910172	0.0	0.21666370094691298	0.0	0.0	0.0	0.0	0.11156057589628236	0.9331198003176835	0.0	0.0	0.12074796305376807	0.0	0.0	0.10725531102795935	0.0
grain_article328.txt	0.0	0.0	0.9330817075484379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20695247847771928	0.294158458471655	0.0	0.0	0.0	0.0
grain_article217.txt	0.0	0.0	0.9299993071883768	0.0	0.0	0.2820914552109837	0.0	0.0	0.0	0.0	0.0	0.12039063543908103	0.14385379525043934	0.0	0.0	0.06515260379048583	0.0	0.12685826041700154	0.0	0.0
grain_article233.txt	0.0	0.0	0.8888020655304033	0.0	0.16191079107263032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20622200903491628	0.0	0.09856574662733092	0.23349924178466983	0.26580622661356196	0.0	0.0	0.0799888404964567
grain_article547.txt	0.1457591913129152	0.0	0.3512335790621991	0.0	0.0	0.0	0.1324563488904731	0.1672092927538673	0.0	0.21561481965503765	0.0	0.6820204076067511	0.0	0.0	0.0	0.1476374145938057	0.0	0.1437319807513879	0.0	0.5057552014727142
grain_article258.txt	0.04611145694857067	0.0	0.0	0.0	0.0	0.0	0.0838061075176495	0.10579455106427617	0.5208130703222937	0.0	0.0	0.12945580054388822	0.20624758348800867	0.08933317571000181	0.04928898508872632	0.2802338388016566	0.5316783807089287	0.5001715556416834	0.04148664537974685	0.15999752049364144
grain_article144.txt	0.33430757518814247	0.0	0.6041816904475323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1564255307964506	0.0	0.0	0.0	0.08465384864468642	0.0	0.32965804440304725	0.6015554804552075	0.1449975414244702
grain_article315.txt	0.0	0.0	0.0	0.0	0.0	0.6132438343844807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36120788315013164	0.19929404529748443	0.5665458039305359	0.0	0.0	0.1677462290746794	0.3234653040567299
grain_article389.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.36934552790132336	0.0	0.6557993856937174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5857957075363035	0.30059014583827814	0.0	0.0
grain_article419.txt	0.11774536469084423	0.0	0.0	0.0	0.0	0.0	0.10699922910689572	0.6753645851648516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4770504300079969	0.0	0.0	0.5296796624194975	0.10213820841296684
grain_article056.txt	0.0	0.0	0.0	0.0	0.0	0.5538432459890364	0.0	0.0	0.4075427899554821	0.0	0.0	0.0	0.0	0.0	0.5399695264672268	0.0	0.4853858709463927	0.0	0.0	0.0
grain_article257.txt	0.18137357365156964	0.0	0.8741059667953517	0.0	0.0	0.0	0.0	0.1040323656482623	0.0	0.0	0.0	0.0	0.10140609229703634	0.08784518206743011	0.0	0.2296383957707945	0.3485482579380499	0.0	0.0	0.0
grain_article393.txt	0.0	0.0	0.13568498963849385	0.0	0.0	0.0	0.0	0.12918919207750718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7414392285547169	0.0	0.11105015853577403	0.4052856140282133	0.4884455342699968
grain_article398.txt	0.24220264730238988	0.0	0.14590795596507294	0.0	0.0	0.0	0.11004890348358756	0.0	0.0	0.0	0.0	0.22665760800221108	0.0	0.23461340283634943	0.12944638340805642	0.551978147999965	0.0	0.11941705331387122	0.4358212038226051	0.525246673898735
grain_article077.txt	0.0	0.0	0.0	0.0	0.5868263110272703	0.0	0.0	0.0	0.5392544753620369	0.0	0.0	0.0	0.0	0.0	0.0	0.1692580189083211	0.0	0.0	0.0	0.5798199845843278
grain_article394.txt	0.0	0.0	0.16193527867451363	0.0	0.0	0.5894269992444654	0.12213727301961042	0.4625483159900977	0.43372691729445123	0.0	0.0	0.0	0.0	0.0	0.0	0.20420347569443698	0.3874284909938989	0.13253447133136476	0.0	0.0
grain_article483.txt	0.0	0.0	0.0	0.0	0.48316992218628624	0.6033894622652289	0.0	0.31567016782366814	0.0	0.0	0.0	0.0	0.0	0.26655265592520466	0.0	0.41808137581038723	0.0	0.0	0.0	0.23870059297719903
grain_article029.txt	0.20749057747781322	0.0	0.0	0.0	0.0	0.0	0.0	0.4760502909030961	0.33479068782559396	0.0	0.0	0.0	0.46403250984956057	0.0	0.0	0.42032851768004775	0.3987376874284017	0.0	0.1866800265509232	0.17998768700406984
grain_article200.txt	0.0	0.0	0.0	0.0	0.0	0.3012222270594124	0.0	0.0	0.0	0.0	0.0	0.0	0.30721923529287287	0.0	0.0	0.834853181829756	0.0	0.0	0.24718826282245293	0.2383267481903376
grain_article293.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
grain_article231.txt	0.0	0.0	0.0	0.0	0.2521563483868293	0.0	0.0	0.0	0.2317149671092844	0.0	0.0	0.0	0.0	0.0	0.0	0.2909173169716844	0.27597389499625435	0.8496651540179555	0.0	0.0
grain_article082.txt	0.0	0.0	0.806787656525944	0.0	0.0	0.0	0.0	0.0	0.15434981451516236	0.0	0.0	0.0	0.0	0.0	0.0	0.14533923231418977	0.5514946233526058	0.0	0.0	0.0
grain_article049.txt	0.0	0.0	0.5952524237534805	0.0	0.0	0.0	0.0	0.0	0.0	0.18270639774749783	0.0	0.0	0.0	0.0	0.0	0.0	0.7120676550006391	0.24358949432338076	0.0	0.21428191056388893
grain_article093.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24207604897559448	0.22964143494971556	0.9426897675622671	0.0	0.0
grain_article536.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.18964761825220952	0.0	0.4209161278287607	0.0	0.0	0.0976499405166108	0.0	0.0	0.2230753558426999	0.3170752207481737	0.20052543814980864	0.7202712301506594	0.18776300960848374	0.1810318459277442
grain_article381.txt	0.0	0.0	0.5035867355828271	0.0	0.7338968248976009	0.15275012999201512	0.0	0.1598259902937161	0.11240042122720172	0.0	0.0	0.26076203122688413	0.0	0.0	0.0	0.21167749354630153	0.0	0.13738534373375372	0.0	0.12085576194703586
grain_article180.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9400948973830359	0.0	0.0	0.0	0.08479290512819462	0.0	0.3301995565628462	0.0	0.0
grain_article456.txt	0.0	0.0	0.46411197895908457	0.0	0.0	0.0	0.0	0.0	0.4661534987026096	0.0	0.0	0.18024121834250734	0.0	0.0	0.0	0.3901693729767215	0.0	0.56977240790314	0.1732854799114404	0.1670733248591137
grain_article031.txt	0.0	0.0	0.0	0.0	0.6250565361538318	0.7805794812902613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grain_article140.txt	0.0	0.0	0.7738589908242064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6333579259159395	0.0	0.0
grain_article576.txt	0.0	0.0	0.0	0.0	0.0	0.3479412936372394	0.12359684186334165	0.052008430670922146	0.6217892444688484	0.0	0.0	0.04242684183514003	0.0	0.04391604509672885	0.19384308458530736	0.16072292037163047	0.3049342735032092	0.5364731564607361	0.04078953591269174	0.15730904604070553
grain_article392.txt	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grain_article522.txt	0.0	0.0	0.6495284094125086	0.0	0.0	0.23642135575260578	0.0	0.0	0.6958779013828172	0.0	0.0	0.0	0.0	0.0	0.0	0.05460451436729397	0.0	0.0	0.0	0.1870563585872302
grain_article486.txt	0.1272299652995985	0.0	0.0	0.0	0.0	0.418474797360695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6443471237215888	0.0	0.6273022908100239	0.0	0.0
grain_article421.txt	0.0	0.0	0.583864878178393	0.0	0.0	0.3542008942562901	0.22018569584201247	0.0	0.26063696126176583	0.0	0.0	0.0	0.0903131625907592	0.0	0.0	0.3272287777516104	0.3880252011594987	0.15928631815484257	0.217997617397195	0.2802434208069291
grain_article047.txt	0.0	0.0	0.2180424211842698	0.0	0.22697273278897853	0.1984127410015525	0.0	0.029657690746432406	0.6048613924779689	0.057364972392023386	0.0	0.0	0.5492707930053543	0.02504302605333871	0.4145196880921132	0.0	0.049682309825985885	0.10197420407181876	0.0	0.06727884756720762
grain_article336.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
grain_article362.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29043550206270047	0.0	0.7068816212145185	0.6449539462091235	0.0
grain_article444.txt	0.0	0.0	0.7534100380884622	0.0	0.04990791742966255	0.06232571622918844	0.0	0.1304256738454611	0.41275860662328884	0.0	0.0	0.0	0.06356655372325905	0.05506587778633853	0.06076446309082883	0.4030576374149344	0.0	0.0	0.25572790019940284	0.0
grain_article309.txt	0.0	0.0	0.17673016713567005	0.0	0.5151116952053157	0.0	0.0	0.16826936840110637	0.47335349784253883	0.0	0.0	0.1372688578900754	0.0	0.14208706311210914	0.0	0.22286011229029662	0.0	0.2892864292617689	0.52788591056183	0.0
grain_article559.txt	0.0	0.0	0.7818226454098752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6235008830180631	0.0	0.0	0.0
grain_article515.txt	0.0	0.0	0.7818226454098752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6235008830180631	0.0	0.0	0.0
grain_article027.txt	0.0	0.0	0.6626118089359173	0.0	0.0	0.15073973279707029	0.0	0.0	0.0	0.0	0.0	0.5146601042214047	0.15374079758408338	0.1331812324983992	0.1469637171306077	0.4177830659521014	0.13210766226691664	0.13557716779515838	0.0	0.0
grain_article168.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1565856951744725	0.0	0.0	0.0	0.0	0.0	0.0	0.032765463883348715	0.9324724409712908	0.3189872321422624	0.0	0.056121626869660865
grain_article509.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6978832412618186	0.7162115480539939	0.0	0.0
grain_article447.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.4982260065690602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41649645397939306	0.2634016424398893	0.0	0.0	0.7133870793340786
grain_article561.txt	0.0	0.0	0.0	0.0	0.478182326476925	0.0	0.0	0.0	0.43941785626535984	0.0	0.0	0.0	0.0	0.0	0.0	0.5516875554865512	0.5233492632664583	0.0	0.0	0.0
grain_article101.txt	0.1411834713818851	0.0	0.0	0.0	0.0	0.0	0.38489470834358497	0.0	0.45560537801867734	0.0	0.0	0.2642440804779011	0.0	0.0	0.0	0.07150136643339473	0.0	0.4176596990205142	0.0	0.6123479621610286
grain_article115.txt	0.0	0.0	0.0	0.0	0.0	0.19427736615260752	0.0	0.0	0.0	0.0	0.0	0.8291344927498796	0.0	0.0	0.0	0.0	0.0	0.5242063505273525	0.0	0.0
grain_article420.txt	0.09906039165653341	0.0	0.0	0.0	0.0	0.0	0.09001955677920997	0.11363824044036384	0.0	0.0	0.0	0.0	0.33230840691050345	0.0959564060578767	0.0	0.20067372741419046	0.0	0.7814613228052516	0.44562497173067783	0.0
grain_article139.txt	0.0	0.0	0.8620115212204921	0.0	0.20937390183530066	0.0	0.21671978536761582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2549193271425184	0.2415584384668222	0.0	0.0	0.0	0.20687411292446814
grain_article263.txt	0.0	0.0	0.0	0.0	0.0	0.620514189118387	0.0	0.0	0.0	0.0	0.0	0.7061927011914678	0.0	0.0	0.0	0.09554375448857558	0.0	0.0	0.0	0.32730016936273615
grain_article137.txt	0.0	0.0	0.6816382213385549	0.14579010054937547	0.248344570568487	0.0	0.0	0.0	0.2282121960013759	0.0	0.0	0.5294381918709835	0.0	0.0	0.0	0.21488970022906734	0.27180207390938455	0.0	0.0	0.0
grain_article158.txt	0.0	0.0	0.0	0.4273602974088699	0.545986708655583	0.0	0.0	0.2378069053787249	0.0	0.30664978107067836	0.0	0.3879907865571588	0.0	0.0	0.0	0.4199431276149178	0.0	0.20441721260525736	0.0	0.0
grain_article021.txt	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grain_article083.txt	0.0	0.0	0.0	0.0	0.0	0.39447973485243504	0.16348310863986196	0.6191298915119298	0.0	0.0	0.0	0.16835556366358057	0.0	0.0	0.3845980558069369	0.45555052082300507	0.0	0.0	0.1618585078012893	0.1560560011659168
grain_article167.txt	0.20414526986175627	0.0	0.0	0.0	0.0	0.4476390460186265	0.7420550799050056	0.0	0.0	0.0	0.0	0.0	0.0	0.1977485257434628	0.0	0.20677584427071327	0.0	0.0	0.0	0.35417160029031314
grain_article458.txt	0.0	0.0	0.19500310457698275	0.0	0.5683714410332565	0.0	0.0	0.0	0.5222956733289869	0.0	0.0	0.0	0.0	0.0	0.0	0.16393509000124923	0.46654292482640086	0.31919707162801	0.0	0.14039636344916728
grain_article376.txt	0.0	0.0	0.8778677043341893	0.0	0.15991890655771712	0.19970900216073734	0.1655296615366842	0.0	0.0	0.0	0.0	0.17046311207869452	0.0	0.0	0.0	0.0	0.0	0.0	0.32776944647170003	0.0
grain_article518.txt	0.09555331697251987	0.0	0.0	0.0	0.0	0.10476215217344895	0.1736651167799474	0.0	0.07708870711651382	0.0	0.0	0.0	0.21369570627345824	0.0925592230180466	0.0	0.5323152866476826	0.09181310568141267	0.7537949348986854	0.17193933301733838	0.0
grain_article495.txt	0.0	0.0	0.0	0.0	0.26056143725940223	0.0	0.0	0.0	0.23943868655604245	0.0	0.0	0.0	0.0	0.0	0.0	0.15030720963151142	0.2851728904956466	0.8779869122331941	0.0	0.0
grain_article107.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6558516541000871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43431307393426083	0.549338540169475	0.28188283010574294	0.0	0.0
grain_article072.txt	0.0	0.0	0.28185509447853235	0.0	0.0	0.2564805580354271	0.0	0.0	0.0	0.0	0.0	0.0	0.7847604243188042	0.2266051305598392	0.12502787248323793	0.4146620930294655	0.0	0.0	0.0	0.0
grain_article553.txt	0.0	0.0	0.0	0.0	0.0	0.11872600608307267	0.0	0.0	0.0	0.0	0.0	0.0	0.12108971225096325	0.10489653607813332	0.0	0.43874046043241127	0.0	0.854269029124169	0.19485730174708688	0.0
grain_article225.txt	0.0	0.0	0.3946512049909176	0.0	0.0	0.17956099298594333	0.0	0.0	0.2642581220539672	0.3634019643763523	0.0	0.0	0.0	0.0	0.0	0.4147189153067213	0.629465969656017	0.0	0.14735091218257118	0.14206849201645158
grain_article410.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27092641194486944	0.7710295620084666	0.5275192597193635	0.0	0.23202526682420985
grain_article276.txt	0.0	0.0	0.0	0.0	0.0	0.9346538081194363	0.2582306035916888	0.0	0.11462672376528092	0.0	0.0	0.0	0.0	0.0	0.0	0.21587016592235775	0.0	0.0	0.0	0.0
grain_article289.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7476435876160332	0.0	0.0	0.6641001926641995	0.0
grain_article260.txt	0.037009779058438705	0.0	0.0	0.0	0.0	0.16230620677421081	0.06726409721634505	0.3821056520029612	0.4180127443137029	0.0	0.0	0.0	0.0	0.14340041778785448	0.0	0.09371669885204204	0.6756612371854388	0.4014455406659641	0.0	0.0
grain_article349.txt	0.0	0.0	0.0	0.0	0.0	0.0	0.282744204472437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9204402407710134	0.0	0.26989901446031195
